Productos,Precio Final
TERMINAL CONECTOR PARA BARRA COOPERWEL 5/8,"8,58"
TERMINAL CONECTOR TOPE S/AISLANT 105,"0,86"
TERMINAL CONECTOR TOPE S/AISLANT 107,"1,81"
TERMINAL CONECTOR TOPE S/AISLANT 125,"1,99"
TERMINAL CONECTOR TOPE S/AISLANT 126,"4,12"
TERMINAL CONECTOR TOPE S/AISLANT 128,"10,92"
TERMINAL CUBIERTO 036,"1,20"
TERMINAL CUBIERTO ROJO 008,"1,02"
TERMINAL HEMB 052,"0,39"
TERMINAL HEMBRA AMARILLO 028,"1,00"
TERMINAL HEMBRA AMARILLO 031,"1,46"
TERMINAL HEMBRA AMARILLO 177,"1,26"
TERMINAL HEMBRA AZUL 043,"0,77"
TERMINAL HEMBRA AZUL 044,"0,39"
TERMINAL HEMBRA AZUL 045,"1,02"
TERMINAL HEMBRA AZUL 048,"0,62"
TERMINAL HEMBRA AZUL 176,"0,81"
TERMINAL HEMBRA BAND LATON 063,"0,75"
TERMINAL HEMBRA CILINDRICO LATON 065,"0,77"
TERMINAL HEMBRA ESTANADA 181,"0,57"
TERMINAL HEMBRA LATON 060,"0,77"
TERMINAL HEMBRA LATON 094A,"0,22"
TERMINAL HEMBRA LATON 095,"0,61"
TERMINAL HEMBRA LATON 096,"0,75"
TERMINAL HEMBRA LATON 097,"0,57"
TERMINAL HEMBRA MACHO 009T,"0,30"
TERMINAL HEMBRA MACHO LATON 180,"1,26"
TERMINAL HEMBRA RECT ALTA TEMP 064,"1,42"
TERMINAL HEMBRA REDOND ROJO 011,"1,26"
TERMINAL HEMBRA REDONDO 053,"1,26"
TERMINAL HEMBRA REDONDO AZUL 037,"1,26"
TERMINAL HEMBRA ROJO 006,"0,73"
TERMINAL HEMBRA ROJO 007,"1,02"
TERMINAL HEMBRA ROJO 113B,"0,45"
TERMINAL HORQ 3/16 AZUL 049,"0,39"
TERMINAL HORQ 5/32 ROJO 012T,"0,26"
TERMINAL HORQ 5/32 ROJO 013,"0,35"
TERMINAL HORQ AMARILLO 182,"1,89"
TERMINAL HORQ AZUL 047,"0,70"
TERMINAL HORQ LATON 062,"0,22"
TERMINAL HORQ LATON 117,"0,22"
TERMINAL HORQ ROJO 014,"0,36"
TERMINAL MACHO CIL AMARILLO 111,"1,26"
TERMINAL MACHO CIL AZUL 059,"1,02"
TERMINAL MACHO CILINDRICO LATON 066,"0,77"
TERMINAL MACHO LARGODE LATON 061B,"0,77"
TERMINAL MACHO LATON 094B,"0,57"
TERMINAL MACHO PLANO 046,"1,02"
TERMINAL MACHO PLANO AMARILLO 030,"0,26"
TERMINAL MACHO PLANO LATON 061A,"0,75"
TERMINAL MACHO PLANO ROJO 015,"1,02"
TERMINAL MACHO REDONDO 054,"1,02"
TERMINAL MACHO REDONDO ROJO 010,"1,02"
TERMINAL PUNTA AMARILLO 034,"1,26"
TERMINAL TORNILLO BORRACHO 152,"3,90"
TERMINAL ZAPATO L LP 125 N 4 - 2/0,"26,10"
TERMINAL ZAPATO L LP 250 N 2/0 - 4/0,"43,50"
TERMINAL ZAPATO L LP 400 N 4/0 - 500MCM,"75,11"
TERMINAL ZAPATO L LP 70 N 12-6 BRONCE,"21,87"
TERMINAL ZAPATO L LP 70 N 12-6 COBRE,"24,37"
TERMINALES P/EMPALME AZULES 3M PAQUETE 15 UND,"0,09"
TERMO TAPA PUSH-ON 0.70LT TTP025,"3,94"
TERMOENCOGIBLE 4MM CABLE 12 A 10 X MTS 004,"3,13"
TERMOENCOGIBLE 5MM CABLE 8 X MTS 005,"4,26"
TERMOENCOGIBLE 6MM CABLE 6 X MTS 006,"4,26"
TERMOFUSORA PHL98032-2A 20-32MM 110V TERMOFUSION P00450,"75,92"
TERMOFUSORA PHL98063-1A 20-63MM 110V TERMOFUSION P00452,"163,01"
TERMOFUSORA PHL98063-2A 20-63MM 110V TERMOFUSION P00453,"106,05"
TERMOFUSORA TH20-322P TERMOFUSION P00456,"82,52"
TERMOFUSORA TH20-32J10 20-63MM 110V TERMOFUSION P00457,"69,82"
TERMOFUSORA TH20-631P TERMOFUSION P00460,"50,79"
TERMOFUSORA TH20-63J1 TERMOFUSION P00461,"57,32"
TERMOFUSORA TH20-63J11 20-63MM 110V TERMOFUSION P00462,"71,93"
TERMOFUSORA TH20-63J14 TERMOFUSION P00463,"126,96"
TERMOFUSORA TH20-63J15 20-63MM 110V TERMOFUSION P00464,"112,16"
TERMOFUSORA TH20-63J2 TERMOFUSION P00465,"169,78"
TERMOFUSORA TH20-63J3 20-63MM 110V TERMOFUSION P00466,"42,46"
TERMOFUSORA TH20-63J4 TERMOFUSION P00467,"39,38"
TERMOFUSORA TH75-110A TERMOFUSION P00468,"35,97"
TERMOFUSORA TH75-110J13 TERMOFUSION P00470,"53,07"
TERMOFUSORA TH75-110MM J12 110VTERMOFUSION P00469,"566,63"
TERMOFUSORA TH-LC2032 20-32MM 110V TERMOFUSION P00471,"67,72"
TERMOSTATO DE SEGURIDAD PARA CALENTADOR TT002,"28,28"
TERRACOTA 25X25 MTS (2 PIEZA) POR UNIDAD,"22,91"
TESTER DIGITAL PROFES.TEST02 LUMISTAR,"15,99"
TESTER DIGITAL SENCILLO TEST01 LUMISTAR,"8,74"
THINNER ORCA 1 LITRO E-070600,"7,96"
THINNER ORCA GALON E-070500,"21,39"
TIERRA ABONADA 15 KG 0815016,"7,83"
TIERRA ABONADA 5 KG 0815014,"3,83"
TIJERA CORTA TUBO 2 1/2 PULG AZUL (75MM) TERMOFUSION,"45,01"
TIJERA CORTA TUBO TH0809 ROJA TERMOFUSION P00477,"12,05"
TIJERA CORTA TUBO TH0812 AZUL TERMOFUSION P00478,"28,91"
"TIJERA HOJALATERO 10"" HR-M5017","13,30"
"TIJERA HOJALATERO 10"" TRUPER TH-10 18501","34,74"
"TIJERA HOJALATERO 12"" STANLEY 4558","66,60"
"TIJERA JARDINERA P/PODAR 10"" TRUPER 18544/18461","41,11"
"TIJERA JARDINERA P/PODAR 20"" EXXEL 02-023-001/30-022","14,57"
"TIJERA JARDINERA P/PODAR 22"" EXXEL 02-023-002/30-021","17,21"
"TIJERA JARDINERA P/PODAR 8"" EXXEL 22-016","6,83"
"TIJERA JARDINERA P/PODAR 8"" EXXEL 53-036","12,31"
"TIJERA JARDINERA P/PODAR 8"" PRETUL T-35P 23105","12,21"
"TIJERA JARDINERA P/PODAR 8.5"" T-68 TRUPER 18463","24,62"
TIJERA JARDINERA P/PODAR HR-233,"4,38"
TIMBRE INALAMBRICO P/PARED LD-1150,"10,53"
TIMBRE INALAMBRICO P/PARED MOD-A LD-1150-A,"9,79"
TIMBRE MUSICAL DIN-DON DB02 LUMISTAR,"6,18"
TIMBRE MUSICAL DINUY MOD. MELODIA L020203,"13,76"
TIRADOR ALUMINIO P/PUERTA,"2,57"
TIRADOR ALUMINIO P/PUERTA HR-176,"0,28"
TIRADOR CROMADO P/PUERTA 4101-128MMSS BLUEXPRESS,"3,35"
TIRADOR CROMADO P/PUERTA 4103-128MMSS BLUEXPRESS,"3,42"
TIRADOR NEGRO P/PUERTA 2001-128MM BLUEXPRESS,"4,65"
TIRALINEA 3PZA EXXEL 26-036 / 00-040-002,"5,47"
TIRANTE SEGURIDAD VIAL,"21,82"
"TIRRO LUMISTAR 1 1/2"" X 30 MTS TAPE07","3,39"
"TIRRO LUMISTAR 1"" X 30 MTS TAPE06","1,93"
"TIRRO LUMISTAR 2"" X 30 MTS TAPE08","3,64"
"TIRRO LUMISTAR 3/4"" X 30 MTS TAPE05","1,78"
"TIRRO VERDE AUTOMOTRIZ EXXEL 1/2"" X 45MTS 09-020-061","2,32"
"TIRRO VERDE AUTOMOTRIZ EXXEL 3/4"" X 45MTS 09-020-062","2,32"
TIZA PARA HERRERO,"0,39"
TIZA ROJA 8 ONZAS BV H42128,"18,34"
TOALLA ALFOMBRA BRISA 1PG1A0505,"10,50"
TOALLA ALFOMBRA CAMELIA 1PG1A0480,"10,50"
TOALLA ALFOMBRA DALIA 1PG1A0421,"10,50"
TOALLA ALFOMBRA DENIM 1PG1A0550,"10,50"
TOALLA ALFOMBRA HAWAI 1PG1A0543,"10,50"
TOALLA ALFOMBRA IRIS 1PG1A0546,"10,50"
TOALLA ALFOMBRA JADE 1PG1A0536,"10,50"
TOALLA ALFOMBRA LAVANDA 1PG1A0423,"10,50"
TOALLA ALFOMBRA NIEVE 1PG1A0100,"10,50"
TOALLA LIMPIADORA CEBRA WIPES 50 HOJAS,"7,74"
TOALLA TRES 90 BANO LAVANDA 1PN1B0423,"9,98"
TOALLA TRES 90 BANO LUNA 1PN1B0910,"9,98"
TOALLA TRES 90 BANO NIEVE 1PN1B0100,"9,98"
TOALLA TRES 90 BANO SANDALO 1PN1B0703,"9,98"
TOALLA TRES 90 JUMBO ARCILLA 1PN1J0310,"16,79"
TOALLA TRES 90 JUMBO CORTEZA 1PN1J0707,"16,79"
TOALLA TRES 90 JUMBO DALIA 1PN1J0421,"16,79"
TOALLA TRES 90 JUMBO JADE 1PN1J0536,"16,79"
TOALLA TRES 90 JUMBO LAVANDA 1PN1J0423,"16,79"
TOALLA TRES 90 JUMBO LUNA 1PN1J0910,"16,79"
TOALLA TRES 90 JUMBO MORGANTA 1PN1J0305,"16,79"
TOALLA TRES 90 JUMBO NIEVE 1PN1J0100,"16,79"
TOALLA TRES 90 JUMBO SANDALO 1PN1J0703,"16,79"
TOBO CON RUEDA Y EXPRIMIDOR 15LST 0362,"12,40"
TOLDO PLEGABLE AMARILLO 3X3M COSTA PN230310,"146,16"
TOLDO PLEGABLE AZUL 3X3M COSTA PN230308,"146,16"
TOLDO PLEGABLE AZUL 3X6M COSTA PN230461,"216,96"
TOLDO PLEGABLE BLANCO 3X3M COSTA PN230311,"147,90"
TOLDO PLEGABLE NEGRO 3X3M COSTA PN230309,"146,16"
TOLDO PLEGABLE ROJO 2X2M COSTA PN230312,"123,54"
TOLDO PLEGABLE ROJO 3X3M COSTA PN230307,"146,16"
TOLDO PLEGABLE VERDE 2X2M COSTA PN230314,"123,54"
TOMA / TACO AMERICANA TICINO 5015,"8,47"
TOMA / TACO UNIVERSAL TICINO 5024,"8,47"
TOMA 2P MAS 15A 250V TIPO 816,"2,76"
TOMA 3P X 20A 125/250V TIPO 805 BLANCO,"3,76"
TOMA 3P X 20A 125/250V TIPO 805 MARFIL,"3,32"
TOMA AEREA 3X50A 250V,"18,36"
TOMA AEREA GOMA CON TIERRA C/ABRAZADERA 50AMP 250V,"7,29"
TOMA AEREA GOMA SIN TIERRA S/ABRAZADERA,"1,13"
TOMA AEREA SENCILLA VINIL/METAL TOM-13,"2,26"
TOMA AMERICANO SENCILLO 2P 15A 127V BLOCK VIMAR 06024,"3,87"
TOMA AMERICANO SENCILLO N 1111 TICINO,"4,44"
TOMA CON TIERRA MAS TOMA USB BLANCO SW83 LUMISTAR,"8,86"
TOMA CORRIE/DOBLE EMP NARANJA,"5,70"
TOMA CORRIENTE 2P MAS T 20A 125/250 BLOCK VIMAR 06022,"4,38"
TOMA CORRIENTE HEMBRA PLANTA ELECTRICA LD-520,"4,83"
TOMA DOBLE 270 2POLOS MAS T BLANCO,"1,54"
TOMA DOBLE 270 2POLOS MAS T MARFIL,"1,04"
TOMA DOBLE 270 2POLOS MAS T MARFIL LEVITON,"2,55"
TOMA DOBLE AMER.PLATEADO DECOR HEA L. APL02025,"4,18"
TOMA DOBLE C/TIERRA ELITE 3 WAY NEGRO LUMISTAR SW58,"4,39"
TOMA DOBLE C/TIERRA NEGRO TROEN CL-10,"5,26"
TOMA DOBLE C/TIERRA PLATA TROEN CL-18,"5,26"
TOMA DOBLE C/TIERRA SUPERFICIAL SW17,"2,06"
TOMA DOBLE CON TIERRA MAS TOMA USB SW104 LUMISTAR,"8,48"
TOMA DOBLE ELITE 20 AMP PLATA LUMISTAR SW108,"5,12"
TOMA DOBLE EUROAMERICANA LD-065,"2,55"
TOMA DOBLE P/EMPOTRAR PLATA SW50 LUMISTAR,"3,86"
TOMA DOBLE POLARIZADA PARA EMPOTRAR SW80 LUMISTAR,"3,16"
TOMA IND HEMBRA AEREA 32A SECON CON10152,"12,33"
TOMA IND MACHO AEREA 32A SECON CON10142,"12,12"
TOMA INTERNET MAS TELEF. BLANCO PRACTIC HEA L. APL03073,"6,45"
TOMA M/VUE 4 X 20A 125/250V KOB100,"3,34"
TOMA METALICO/VINIL AMARILLO CON TIERRA LD-665,"1,68"
TOMA P/EMPOTRAR TRIFASICA 50AMP SW19 LUMISTAR,"4,73"
TOMA P/TELEFONO BEIGE PARA EMPOTRAR,"1,15"
TOMA P/TELEFONO SENCILLO VIMAR 06034,"4,57"
TOMA SENCILLA 270 BLANCO LD-613,"1,86"
TOMA SENCILLA 2P 15A TRA150-010,"1,70"
TOMA SENCILLA DE EMP. AMERICANA 15AMP.,"3,51"
TOMA SENCILLO CON TIERRA PARA EMPOTRAR VENCOLUX TOM016,"4,58"
TOMA SENCILLO PARA EMPOTRAR,"1,28"
TOMACORRIENTE SIMPLE LP-THUNDER-005 LED PLUS,"3,49"
TOPE CORTINERO NATURAL 1 (PAR) SUF817,"5,31"
TOPE CORTINERO NATURAL 1/2 (PAR) SUF811,"2,81"
TOPE CORTINERO NATURAL 3/4 (PAR) SUF815,"3,63"
TOPE CORTINERO NATURAL 5/8 (PAR) SUF813,"3,39"
TOPE DE PUERTA MAGNETICO HR-379,"4,70"
TOPE DE PUERTA MAGNETICO HR-380,"2,94"
TOPE DE PUERTA MEDIA LUNA TPMEDLUN BLUEXPRESS,"3,07"
TORNILLO AISLANTE W6864 160,"0,87"
TORNILLO AUTORROSCANTE 10 X 1,"0,12"
TORNILLO AUTORROSCANTE 10 X 1.1/2,"0,19"
TORNILLO AUTORROSCANTE 10 X 1.1/4 CABEZA PAN,"0,15"
TORNILLO AUTORROSCANTE 10 X 2,"0,19"
TORNILLO AUTORROSCANTE 12 X 1 CABEZA PAN,"0,16"
TORNILLO AUTORROSCANTE 12 X 1 CABEZA PLANA,"0,15"
TORNILLO AUTORROSCANTE 12 X 1.1/2 CABEZA PAN,"0,22"
TORNILLO AUTORROSCANTE 12 X 1.1/2 CABEZA PLANA,"0,19"
TORNILLO AUTORROSCANTE 12 X 1.1/4 CABEZA PAN,"0,20"
TORNILLO AUTORROSCANTE 12 X 2,"0,46"
TORNILLO AUTORROSCANTE 12 X 2 1/2,"0,26"
TORNILLO AUTORROSCANTE 12 X 3/4,"0,22"
TORNILLO AUTORROSCANTE 14 X 3 1/2,"0,22"
TORNILLO AUTORROSCANTE 14 X 3 CABEZA PAN,"0,49"
TORNILLO AUTORROSCANTE 4 X 1,"0,01"
TORNILLO AUTORROSCANTE 8 X 1,"0,09"
TORNILLO AUTORROSCANTE 8 X 1.1/2,"0,12"
TORNILLO AUTORROSCANTE 8 X 1.1/4,"0,10"
TORNILLO AUTORROSCANTE 8 X 2,"0,15"
TORNILLO AUTORROSCANTE 8 X 3/4,"0,06"
TORNILLO AUTORROSCANTE C/PAN PHS EE10X1 1/2(24 UND) BLI114,"1,28"
TORNILLO AUTORROSCANTE C/PLAN 6X1,"0,19"
TORNILLO AUTOTALADRANTE 12 X 1,"0,16"
TORNILLO AUTOTALADRANTE 12 X 1 1/2 PUL,"0,22"
TORNILLO AUTOTALADRANTE 12 X 1 1/4 UND,"0,22"
TORNILLO AUTOTALADRANTE 12 X 2,"0,30"
TORNILLO AUTOTALADRANTE 12 X 3/4 PARA TECHO UND,"0,16"
TORNILLO AUTOTALADRANTE 14 X 1,"0,22"
TORNILLO AUTOTALADRANTE 14 X 1 1/2 PUL,"0,26"
TORNILLO AUTOTALADRANTE 14 X 2,"0,39"
TORNILLO AUTOTALADRANTE 14 X 2 1/2,"0,41"
TORNILLO AUTOTALADRANTE 14 X 3,"0,57"
TORNILLO AUTOTALADRANTE 14 X 3 1/2,"0,77"
TORNILLO C/HEXAGONAL G.8 UNC 1/2 X 1,"0,73"
TORNILLO C/HEXAGONAL G.8 UNC 1/2 X 1 1/2,"0,93"
TORNILLO C/HEXAGONAL G.8 UNC 1/2 X 2,"2,12"
TORNILLO C/HEXAGONAL G.8 UNC 1/4 X 1 1/2,"0,26"
TORNILLO C/HEXAGONAL G.8 UNC 1/4 X 1 1/4 UND,"0,26"
TORNILLO C/HEXAGONAL G.8 UNC 1/4 X 1 UND,"0,15"
TORNILLO C/HEXAGONAL G.8 UNC 1/4 X 7/8 UND,"0,15"
TORNILLO C/HEXAGONAL G.8 UNC 3/8 X 1,"0,32"
TORNILLO C/HEXAGONAL G.8 UNC 3/8 X 1 1/2,"0,83"
TORNILLO C/HEXAGONAL G.8 UNC 3/8 X 2,"0,70"
TORNILLO C/HEXAGONAL G.8 UNC 5/16 X 1,"0,25"
TORNILLO C/HEXAGONAL G.8 UNC 5/16 X 1 1/2,"0,70"
TORNILLO C/HEXAGONAL G.8 UNC 5/16 X 1 1/4,"0,26"
TORNILLO C/HEXAGONAL G.8 UNC 5/16 X 2,"0,70"
TORNILLO CAB/PLAN 6 X 1 HR-194,"0,07"
TORNILLO CAB/PLAN 8 X 1 1/4 UND,"0,16"
TORNILLO CAB/PLAN 8X2 (100GRS),"1,58"
TORNILLO CAB/PLAN AVELL 8X5/8,"0,06"
TORNILLO DRYWALL 6 X1 1/2 NG NEGRO,"0,06"
TORNILLO DRYWALL 6X1,"0,01"
TORNILLO DRYWALL 8 X 1 1/2 UND,"0,06"
TORNILLO DRYWALL 8 X 1 UND,"0,04"
TORNILLO DRYWALL 8X2 1/2 CAJA DE 100,"14,07"
TORNILLO DRYWALL 8X2 UND,"0,12"
TORNILLO DRYWALL 8X3 NG NEGRO,"0,15"
TORNILLO DRYWALL C/PAN 6X7/16 UND,"0,06"
TORNILLO DRYWALL FOSF RG 6X2,"0,06"
TORNILLO DRYWALL NC ENC 6X1 1/4 CJA DE 100,"5,58"
TORNILLO DRYWALL UNC FOSF 6X1 (100GRS) (80 UND),"3,57"
TORNILLO GALV 1/4 X 1/2 C/G SEBO,"0,12"
"TORNILLO GALV C/TUERCA 1/4"" X 1""P/ABRAZ MOROCHA","0,20"
TORNILLO P/CARRUAJE 1/4 X 1.1/2,"0,32"
TORNILLO P/CARRUAJE 1/4 X 1.1/4,"0,29"
TORNILLO P/CARRUAJE 1/4 X 2,"0,39"
TORNILLO P/CARRUAJE 5/16 X 2,"0,67"
TORNILLO P/CARRUAJE 5/16 X 4 1/2,"0,57"
TORNILLO P/DESMAL N38 SHIMAHA N38,"0,49"
TORNILLO P/METAL PAN 10-24 X 3/8,"0,04"
TORNILLO P/METAL PAN 6-32 X 2 1/2,"0,15"
TORNILLO P/REJILLA Y POMO 10-24 X 3/8,"0,07"
TORNILLO Y TUERCA METAL P/TANQUE W.C,"3,36"
TORNILLOS PARA POCETAS 54-7100-01,"0,19"
TORRE CHEVROLET BL15 PEQ 227,"5,13"
TORRE FORD F14 225,"5,05"
TRAMPA PARA RATON GRANDE PIC-RTW-1,"4,63"
TRAMPA PARA RATON PEQUEÑA 2PZAS PIC-MTW-2,"2,78"
TRAMPA PARA RATON PEQUEÑA 4PZAS PIC-MTW-4,"3,73"
TRANSFORMADOR 5A P/CINTA LED 12V LD-1088,"6,09"
TRANSFORMADOR 7.5A P/CINTA LED 12V LD-1099,"6,31"
TRANSFORMADOR P/CINTA LED BLANCA LD-1081-R,"3,73"
TRINCOTE DE ARCILLA DE 12 X 15 X 30 (UND),"1,06"
"TRIPA PARA RUEDA NEUMATICA 10""","7,54"
"TRIPA PARA RUEDA NEUMATICA 14""","6,97"
TROLLY 2 RUEDAS PARA VIGA,"80,59"
TROLLY 4 RUEDAS PARA VIGA,"158,34"
"TROMPO BOSCH 1/4"" GOF130 1300W 866398","330,82"
TROMPO DESTAPA CANERIA GB-1005,"12,02"
TROMPO SKIL 1831 1100W 868552,"247,95"
"TRONZADORA INGCO 14"" 2350W 2800RPM","507,73"
TUBO ALUM 26MM C/VARILLA 7T P/DESMAL CG430/520-57,"26,43"
TUBO ALUM 26MM S/VARILLA P/DESMAL CG430/520-59,"17,62"
TUBO ALUM 28MM C/VARILLA 9T P/DESMALEZADORA 43/52CC CG430/520-58,"22,78"
TUBO ALUM 28MM S/VARILLA P/DESMALEZADORA 43/52CC CG430/520-60,"19,58"
TUBO ALUMINIO TIPO EMT 1/2 X 0.90 X 3 MTS 1ERA,"6,45"
TUBO ALUMINIO TIPO EMT 3/4 X 0.90 X 3 MTS 1ERA,"9,02"
TUBO BRAZO CROMADO CORTO PARA REGADERA,"4,71"
TUBO BRAZO METALICO BELT-G P/DUCHA 45 GRADO CORTO GRI-0121,"5,00"
TUBO BRAZO REGADERA CUADRADO 40CM GB-291,"12,18"
TUBO BRAZO REGADERA GB-293,"7,08"
TUBO CIRCULAR FLUORESCENTE 32W,"3,38"
TUBO CUADRADO 1 1/2 X 1 1/2 X 0.90MM X 6.00MTS 1ERA,"16,05"
TUBO CUADRADO 1 1/2 X 1 1/2 X 0.90MM X 6.00MTS 2DA,"10,34"
TUBO CUADRADO 1 1/2 X 1 1/2 X 1.40MM X 6.00MTS 1ERA,"25,82"
TUBO CUADRADO 1 1/2 X 1 1/2 X 2.00MM X 5.95MTS LNS,"24,85"
TUBO CUADRADO 1 1/2 X 1 1/2 X 2.00MM X 6.00MTS 1ERA,"36,12"
TUBO CUADRADO 1 1/4 X 1 1/4 X 0.90MM X 6.00MTS 1ERA,"13,56"
TUBO CUADRADO 1 X 1 X 0.80MM X 6.00MTS 1ERA,"9,79"
TUBO CUADRADO 1 X 1 X 0.90MM X 6.00MTS 1ERA,"10,66"
TUBO CUADRADO 1 X 1 X 0.90MM X 6.00MTS 3ERA,"6,95"
TUBO CUADRADO 1 X 1 X 1.40MM X 6.00MTS 1ERA,"17,11"
TUBO CUADRADO 1 X 1 X 1.40MM X 6.00MTS 2DA,"10,45"
TUBO CUADRADO 1 X 1 X 2.20MM X 6.00MTS 1ERA,"26,90"
TUBO CUADRADO 1/2 X 1/2 X 0.90MM X 6.00MTS 1ERA,"5,66"
TUBO CUADRADO 2 X 2 X 0.90MM X 6.00MTS 1ERA,"21,49"
TUBO CUADRADO 2 X 2 X 1.00MM X 6.00MTS 1ERA,"23,88"
TUBO CUADRADO 2 X 2 X 1.00MM X 6.00MTS 3ERA,"15,67"
TUBO CUADRADO 2 X 2 X 1.10MM X 5.65MTS 3ERA,"16,20"
TUBO CUADRADO 2 X 2 X 1.10MM X 6.00MTS 1ERA,"25,91"
TUBO CUADRADO 2 X 2 X 1.10MM X 6.00MTS 3ERA,"18,49"
TUBO CUADRADO 2 X 2 X 1.40MM X 6.00MTS 1ERA,"34,37"
TUBO CUADRADO 2 X 2 X 2.00MM X 6.00MTS 1ERA,"48,97"
TUBO CUADRADO 2 X 2 X 2.00MM X 6.00MTS 3ERA,"29,83"
TUBO CUADRADO 3 X 3 X 1.40MM X 6.00MTS 1ERA,"52,17"
TUBO CUADRADO 3 X 3 X 1.40MM X 6.00MTS 2DA,"32,89"
TUBO CUADRADO 3 X 3 X 1.40MM X 6.00MTS 3ERA,"32,89"
TUBO CUADRADO 3 X 3 X 2.00MM X 6 .00MTS 1ERA,"73,89"
TUBO CUADRADO 3/4 X 3/4 X 0.90MM X 6.00MTS 1ERA,"8,27"
TUBO CUADRADO 3/4 X 3/4 X 1.10MM X 6.00MTS 1ERA,"10,77"
TUBO CUADRADO 4 X 4 X 1.40MM X 6.00MTS 1ERA,"69,79"
TUBO CUADRADO 4 X 4 X 2.00MM X 6.00MTS 1ERA,"107,50"
TUBO DE COBRE 1/2 X METROS,"8,58"
TUBO DE COBRE 1/4 X METROS,"8,18"
TUBO DE COBRE 3/8 X METROS,"12,01"
TUBO DE COBRE 5/16 X METROS,"8,77"
TUBO DE COBRE 5/8 X METROS,"32,74"
TUBO DE COBRE 7/8 X METROS,"31,36"
TUBO ECO RED 12 3/4 X 8.00MM X 6.00 MTS. 1ERA,"983,23"
TUBO EST.CUAD. 60X60X2.25MMX12.00MTS 1ERA,"128,18"
TUBO EST.CUAD. 70X70X2.25MMX12.00MTS 1ERA,"151,03"
TUBO EST.CUAD. 90X90X2.50MMX12.00MTS 1ERA,"234,38"
TUBO EST.CUAD.100X100X3.00MMX 6.00MTS 1ERA,"128,06"
TUBO EST.CUAD.100X100X3.00MMX12.00MTS 1ERA,"256,13"
TUBO EST.CUAD.100X100X6.00MMX 5.70MTS LNS,"175,84"
TUBO EST.CUAD.100X100X6.00MMX 6.00MTS 2DA,"164,79"
TUBO EST.CUAD.110X110X3.40MMX 5.60MTS LNS,"114,25"
TUBO EST.CUAD.110X110X3.40MMX 6.00MTS 1ERA,"155,34"
TUBO EST.CUAD.110X110X3.40MMX12.00MTS 1ERA,"310,68"
TUBO EST.CUAD.120X120X4.00MMX12.00MTS 1ERA,"381,36"
TUBO EST.CUAD.135X135X4.30MMX12.00MTS 1ERA,"462,54"
TUBO EST.CUAD.155X155X5.00MMX12.00MTS 1ERA,"755,65"
TUBO EST.CUAD.175X175X5.50MMX 6.00MTS 1ERA,"449,01"
TUBO EST.CUAD.175X175X5.50MMX12.00MTS 1ERA,"898,01"
TUBO EST.CUAD.175X175X7.00MMX 6.00MTS 1ERA,"571,40"
TUBO EST.CUAD.200X200X5.50MMX12.00MTS 1ERA,"1034,08"
TUBO EST.CUAD.200X200X6.00MMX 6.00MTS 1ERA,"563,95"
TUBO EST.CUAD.200X200X7.00MMX 5.95MTS LNS,"646,35"
TUBO EST.CUAD.200X200X7.00MMX 6.00MTS 1ERA,"655,44"
TUBO EST.CUAD.200X200X7.00MMX 6.00MTS 2DA,"476,18"
TUBO EST.CUAD.200X200X7.00MMX12.00MTS 1ERA,"1310,87"
TUBO EST.CUAD.220X220X5.50MMX 5.30MTS LNS,"578,06"
TUBO EST.CUAD.220X220X6.30MMX12.00MTS 1ERA,"1435,43"
TUBO EST.CUAD.260X260X 9.00MMX 6.00MTS 1ERA,"1084,69"
TUBO EST.CUAD.260X260X 9.00MMX 6.00MTS 2DA,"787,90"
TUBO EST.CUAD.260X260X 9.00MMX12.00MTS 1ERA,"2169,37"
TUBO EST.CUAD.260X260X10.50MMX 6.00MTS 1ERA,"1250,83"
TUBO EST.RECT. 80X40X2.10MM X 6.00MTS 3ERA,"32,84"
TUBO EST.RECT. 80X40X2.20MM X12.00MTS 1ERA,"122,71"
TUBO EST.RECT. 80X40X2.25MM X 6.00MTS 1ERA,"67,15"
TUBO EST.RECT.100X40X2.00MMX 5.90MTS LNS,"45,23"
TUBO EST.RECT.100X40X2.00MMX 6.00MTS 3ERA,"36,92"
TUBO EST.RECT.100X40X2.10MMX 5.95MTS LNS,"47,81"
TUBO EST.RECT.100X40X2.10MMX 6.00MTS 3ERA,"40,67"
TUBO EST.RECT.100X40X2.20MMX12.00MTS 1ERA,"143,68"
TUBO EST.RECT.120X60X2.50MMX12.00MTS 1ERA,"196,84"
TUBO EST.RECT.140X60X3.00MMX 6.00MTS 1ERA,"128,06"
TUBO EST.RECT.140X60X3.00MMX12.00MTS 1ERA,"256,13"
TUBO EST.RECT.160X65X4.00MMX12.00MTS 1ERA,"321,64"
TUBO EST.RECT.180X65X4.30MMX12.00MTS 1ERA,"410,67"
TUBO EST.RECT.200X70X4.30MMX 5.95MTS LNS,"188,38"
TUBO EST.RECT.200X70X4.30MMX 6.00MTS 3ERA,"152,19"
TUBO EST.RECT.200X70X4.30MMX11.95MTS LNS,"442,18"
TUBO EST.RECT.200X70X4.30MMX12.00MTS 1ERA,"462,54"
TUBO EST.RECT.200X70X5.20MMX 6.00MTS 1ERA,"279,65"
TUBO EST.RECT.200X70X5.30MMX12.00MTS 1ERA,"569,89"
TUBO EST.RECT.220X90X4.20MMX 6.00MTS 2DA,"232,22"
